P0_0,L3,G2,32,47,[2],N;,I/O,GPIO0[0] — General purpose digital input/output pin.
"",,,,,,,,transmitter and read by the receiver. Corresponds to the signal
"",,,,,,,,SD in the I2S-bus specification.
"",,,,,,,I/O,I2S1_RX_WS — Receive Word Select. It is driven by the
"",,,,,,,,master and received by the slave. Corresponds to the signal
"",,,,,,,,WS in the I2S-bus specification.
"",,,,,,,O,LCD_VD12 — LCD data.
P3_6,B13,C7,122,174,[2],N;,I/O,GPIO0[6] — General purpose digital input/output pin.
"",,,,,,PU,-,R — Function reserved.
"",,,,,,,I/O,SSP0_SSEL — Slave Select for SSP0.
"",,,,,,,I/O,SPIFI_MISO — Input 1 in SPIFI quad mode; SPIFI output IO1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I/O,SSP0_MISO — Master In Slave Out for SSP0.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P3_7,C11,D7,123,176,[2],N;,-,R — Function reserved.
"",,,,,,PU,-,R — Function reserved.
"",,,,,,,I/O,SSP0_MISO — Master In Slave Out for SSP0.
"",,,,,,,I/O,SPIFI_MOSI — Input 0 in SPIFI quad mode; SPIFI output IO0.
"",,,,,,,I/O,GPIO5[10] — General purpose digital input/output pin.
"",,,,,,,I/O,SSP0_MOSI — Master Out Slave in for SSP0.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P3_8,C10,E7,124,179,[2],N;,-,R — Function reserved.
"",,,,,,PU,-,R — Function reserved.
"",,,,,,,I/O,SSP0_MOSI — Master Out Slave in for SSP0.
"",,,,,,,I/O,SPIFI_CS — SPIFI serial flash chip select.
"",,,,,,,I/O,GPIO5[11] — General purpose digital input/output pin.
"",,,,,,,I/O,SSP0_SSEL — Slave Select for SSP0.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P4_0,D5,-,1,1,[2],N;,I/O,GPIO2[0] — General purpose digital input/output pin.
"",,,,,,PU,O,"MCOA0 — Motor control PWM channel 0, output A."
"",,,,,,,I,NMI — External interrupt input to NMI.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD13 — LCD data.
"",,,,,,,I/O,U3_UCLK — Serial clock input/output for USART3 in
"",,,,,,,,synchronous mode.
"",,,,,,,-,R — Function reserved.
P4_1,A1,-,3,3,[5],N;,I/O,GPIO2[1] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_1 — SCT output 1. Match output 3 of timer 3.
"",,,,,,,O,LCD_VD0 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD19 — LCD data.
"",,,,,,,O,U3_TXD — Transmitter output for USART3.
"",,,,,,,I,ENET_COL — Ethernet Collision detect (MII interface).
"",,,,,,,AI,"ADC0_1 — ADC0 and ADC1, input channel 1. Configure the"
"",,,,,,,,pin as GPIO input and use the ADC function select register in
"",,,,,,,,the SCU to select the ADC.
P4_2,D3,-,8,12,[2],N;,I/O,GPIO2[2] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_0 — SCT output 0. Match output 0 of timer 0.
"",,,,,,,O,LCD_VD3 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD12 — LCD data.
"",,,,,,,I,U3_RXD — Receiver input for USART3.
"",,,,,,,-,R — Function reserved.
P4_3,C2,-,7,10,[5],N;,I/O,GPIO2[3] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_3 — SCT output 3. Match output 3 of timer 0.
"",,,,,,,O,LCD_VD2 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD21 — LCD data.
"",,,,,,,I/O,U3_BAUD — Baud pin for USART3.
"",,,,,,,-,R — Function reserved.
"",,,,,,,AI,"ADC0_0 — DAC output, ADC0 and ADC1, input channel 0."
"",,,,,,,,Configure the pin as GPIO input and use the ADC function
"",,,,,,,,select register in the SCU to select the ADC.
P4_4,B1,-,9,14,[5],N;,I/O,GPIO2[4] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_2 — SCT output 2. Match output 2 of timer 0.
"",,,,,,,O,LCD_VD1 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD20 — LCD data.
"",,,,,,,I/O,U3_DIR — RS-485/EIA-485 output enable/direction control for
"",,,,,,,,USART3.
"",,,,,,,-,R — Function reserved.
"",,,,,,,AO,DAC — DAC output. Shared between 10-bit ADC0/1 and DAC.
"",,,,,,,,Configure the pin as GPIO input and use the analog function
"",,,,,,,,select register in the SCU to select the DAC.
P4_5,D2,-,10,15,[2],N;,I/O,GPIO2[5] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_5 — SCT output 5. Match output 3 of timer 3.
"",,,,,,,O,LCD_FP — Frame pulse (STN). Vertical synchronization pulse
"",,,,,,,,(TFT).
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P4_6,C1,-,11,17,[2],N;,I/O,GPIO2[6] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_4 — SCT output 4. Match output 3 of timer 3.
"",,,,,,,O,LCD_ENAB/LCDM — STN AC bias drive or TFT data enable
"",,,,,,,,input.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P4_7,H4,-,14,21,[2],O;,O,LCD_DCLK — LCD panel clock.
"",,,,,,PU,I,GP_CLKIN — General purpose clock input to the CGU.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I/O,I2S1_TX_SCK — Transmit Clock. It is driven by the master
"",,,,,,,,and received by the slave. Corresponds to the signal SCK in
"",,,,,,,,the I2S-bus specification.
"",,,,,,,I/O,I2S0_TX_SCK — Transmit Clock. It is driven by the master
"",,,,,,,,and received by the slave. Corresponds to the signal SCK in
"",,,,,,,,the I2S-bus specification.
P4_8,E2,-,15,23,[2],N;,-,R — Function reserved.
"",,,,,,PU,I,CTIN_5 — SCT input 5. Capture input 2 of timer 2.
"",,,,,,,O,LCD_VD9 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I/O,GPIO5[12] — General purpose digital input/output pin.
"",,,,,,,O,LCD_VD22 — LCD data.
"",,,,,,,O,CAN1_TD — CAN1 transmitter output.
"",,,,,,,-,R — Function reserved.
P4_9,L2,-,33,48,[2],N;,-,R — Function reserved.
"",,,,,,PU,I,CTIN_6 — SCT input 6. Capture input 1 of timer 3.
"",,,,,,,O,LCD_VD11 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I/O,GPIO5[13] — General purpose digital input/output pin.
"",,,,,,,O,LCD_VD15 — LCD data.
"",,,,,,,I,CAN1_RD — CAN1 receiver input.
"",,,,,,,-,R — Function reserved.
P4_10,M3,-,35,51,[2],N;,-,R — Function reserved.
"",,,,,,PU,I,CTIN_2 — SCT input 2. Capture input 2 of timer 0.
"",,,,,,,O,LCD_VD10 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I/O,GPIO5[14] — General purpose digital input/output pin.
"",,,,,,,O,LCD_VD14 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P5_0,N3,-,37,53,[2],N;,I/O,GPIO2[9] — General purpose digital input/output pin.
"",,,,,,PU,O,"MCOB2 — Motor control PWM channel 2, output B."
"",,,,,,,I/O,EMC_D12 — External memory data line 12.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,U1_DSR — Data Set Ready input for UART1.
"",,,,,,,I,T1_CAP0 — Capture input 0 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P5_1,P3,-,39,55,[2],N;,I/O,GPIO2[10] — General purpose digital input/output pin.
"",,,,,,PU,I,"MCI2 — Motor control PWM channel 2, input."
"",,,,,,,I/O,EMC_D13 — External memory data line 13.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,U1_DTR — Data Terminal Ready output for UART1. Can also
"",,,,,,,,be configured to be an RS-485/EIA-485 output enable signal
"",,,,,,,,for UART1.
"",,,,,,,I,T1_CAP1 — Capture input 1 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P5_2,R4,-,46,63,[2],N;,I/O,GPIO2[11] — General purpose digital input/output pin.
"",,,,,,PU,I,"MCI1 — Motor control PWM channel 1, input."
"",,,,,,,I/O,EMC_D14 — External memory data line 14.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,U1_RTS — Request to Send output for UART1. Can also be
"",,,,,,,,configured to be an RS-485/EIA-485 output enable signal for
"",,,,,,,,UART1.
"",,,,,,,I,T1_CAP2 — Capture input 2 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P5_3,T8,-,54,76,[2],N;,I/O,GPIO2[12] — General purpose digital input/output pin.
"",,,,,,PU,I,"MCI0 — Motor control PWM channel 0, input."
"",,,,,,,I/O,EMC_D15 — External memory data line 15.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,U1_RI — Ring Indicator input for UART1.
"",,,,,,,I,T1_CAP3 — Capture input 3 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P5_4,P9,-,57,80,[2],N;,I/O,GPIO2[13] — General purpose digital input/output pin.
"",,,,,,PU,O,"MCOB0 — Motor control PWM channel 0, output B."
"",,,,,,,I/O,EMC_D8 — External memory data line 8.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,U1_CTS — Clear to Send input for UART1.
"",,,,,,,O,T1_MAT0 — Match output 0 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P5_5,P10,-,58,81,[2],N;,I/O,GPIO2[14] — General purpose digital input/output pin.
"",,,,,,PU,O,"MCOA1 — Motor control PWM channel 1, output A."
"",,,,,,,I/O,EMC_D9 — External memory data line 9.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,U1_DCD — Data Carrier Detect input for UART1.
"",,,,,,,O,T1_MAT1 — Match output 1 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P5_6,T13,-,63,89,[2],N;,I/O,GPIO2[15] — General purpose digital input/output pin.
"",,,,,,PU,O,"MCOB1 — Motor control PWM channel 1, output B."
"",,,,,,,I/O,EMC_D10 — External memory data line 10.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,U1_TXD — Transmitter output for UART1.
"",,,,,,,O,T1_MAT2 — Match output 2 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P5_7,R12,-,65,91,[2],N;,I/O,GPIO2[7] — General purpose digital input/output pin.
"",,,,,,PU,O,"MCOA2 — Motor control PWM channel 2, output A."
"",,,,,,,I/O,EMC_D11 — External memory data line 11.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,U1_RXD — Receiver input for UART1.
"",,,,,,,O,T1_MAT3 — Match output 3 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_0,M12,H7,73,105,[2],N;,-,R — Function reserved.
"",,,,,,PU,O,I2S0_RX_MCLK — I2S receive master clock.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I/O,I2S0_RX_SCK — Receive Clock. It is driven by the master
"",,,,,,,,and received by the slave. Corresponds to the signal SCK in
"",,,,,,,,the I2S-bus specification.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_1,R15,G5,74,107,[2],N;,I/O,GPIO3[0] — General purpose digital input/output pin.
"",,,,,,PU,O,EMC_DYCS1 — SDRAM chip select 1.
"",,,,,,,I/O,U0_UCLK — Serial clock input/output for USART0 in
"",,,,,,,,synchronous mode.
"",,,,,,,I/O,I2S0_RX_WS — Receive Word Select. It is driven by the
"",,,,,,,,master and received by the slave. Corresponds to the signal
"",,,,,,,,WS in the I2S-bus specification.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,T2_CAP0 — Capture input 0 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_2,L13,J9,78,111,[2],N;,I/O,GPIO3[1] — General purpose digital input/output pin.
"",,,,,,PU,O,EMC_CKEOUT1 — SDRAM clock enable 1.
"",,,,,,,I/O,U0_DIR — RS-485/EIA-485 output enable/direction control for
"",,,,,,,,USART0.
"",,,,,,,I/O,I2S0_RX_SDA — I2S Receive data. It is driven by the
"",,,,,,,,transmitter and read by the receiver. Corresponds to the signal
"",,,,,,,,SD in the I2S-bus specification.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,T2_CAP1 — Capture input 1 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_3,P15,-,79,113,[2],N;,I/O,GPIO3[2] — General purpose digital input/output pin.
"",,,,,,PU,O,USB0_PPWR — VBUS drive signal (towards external charge
"",,,,,,,,pump or power management unit); indicates that VBUS must
"",,,,,,,,be driven (active HIGH). Add a pull-down resistor to disable the
"",,,,,,,,power switch at reset. This signal has opposite polarity
"",,,,,,,,compared to the USB_PPWR used on other NXP LPC parts.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,EMC_CS1 — LOW active Chip Select 1 signal.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,T2_CAP2 — Capture input 2 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_4,R16,F6,80,114,[2],N;,I/O,GPIO3[3] — General purpose digital input/output pin.
"",,,,,,PU,I,CTIN_6 — SCT input 6. Capture input 1 of timer 3.
"",,,,,,,O,U0_TXD — Transmitter output for USART0.
"",,,,,,,O,EMC_CAS — LOW active SDRAM Column Address Strobe.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_5,P16,F9,82,117,[2],N;,I/O,GPIO3[4] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_6 — SCT output 6. Match output 2 of timer 1.
"",,,,,,,I,U0_RXD — Receiver input for USART0.
"",,,,,,,O,EMC_RAS — LOW active SDRAM Row Address Strobe.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_6,L14,-,83,119,[2],N;,I/O,GPIO0[5] — General purpose digital input/output pin.
"",,,,,,PU,O,EMC_BLS1 — LOW active Byte Lane select signal 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,USB0_PWR_FAULT — Port power fault signal indicating
"",,,,,,,,overcurrent condition; this signal monitors over-current on the
"",,,,,,,,USB bus (external circuitry required to detect over-current
"",,,,,,,,condition).
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,T2_CAP3 — Capture input 3 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_7,J13,-,85,123,[2],N;,-,R — Function reserved.
"",,,,,,PU,I/O,EMC_A15 — External memory address line 15.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,USB0_IND1 — USB0 port indicator LED control output 1.
"",,,,,,,I/O,GPIO5[15] — General purpose digital input/output pin.
"",,,,,,,O,T2_MAT0 — Match output 0 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_8,H13,-,86,125,[2],N;,-,R — Function reserved.
"",,,,,,PU,I/O,EMC_A14 — External memory address line 14.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,USB0_IND0 — USB0 port indicator LED control output 0.
"",,,,,,,I/O,GPIO5[16] — General purpose digital input/output pin.
"",,,,,,,O,T2_MAT1 — Match output 1 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_9,J15,F8,97,139,[2],N;,I/O,GPIO3[5] — General purpose digital input/output pin.
"",,,,,,PU,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,EMC_DYCS0 — SDRAM chip select 0.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,T2_MAT2 — Match output 2 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_10,H15,-,100,142,[2],N;,I/O,GPIO3[6] — General purpose digital input/output pin.
"",,,,,,PU,O,"MCABORT — Motor control PWM, LOW-active fast abort."
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,EMC_DQMOUT1 — Data mask 1 used with SDRAM and static
"",,,,,,,,devices.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_11,H12,C9,101,143,[2],N;,I/O,GPIO3[7] — General purpose digital input/output pin.
"",,,,,,PU,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,EMC_CKEOUT0 — SDRAM clock enable 0.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,T2_MAT3 — Match output 3 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P6_12,G15,-,103,145,[2],N;,I/O,GPIO2[8] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_7 — SCT output 7. Match output 3 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,EMC_DQMOUT0 — Data mask 0 used with SDRAM and static
"",,,,,,,,devices.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P7_0,B16,-,110,158,[2],N;,I/O,GPIO3[8] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_14 — SCT output 14. Match output 2 of
"",,,,,,,,timer 3.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_LE — Line end signal.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P7_1,C14,-,113,162,[2],N;,I/O,GPIO3[9] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_15 — SCT output 15. Match output 3 of
"",,,,,,,,timer 3.
"",,,,,,,I/O,I2S0_TX_WS — Transmit Word Select. It is driven by the
"",,,,,,,,master and received by the slave. Corresponds to the signal
"",,,,,,,,WS in the I2S-bus specification.
"",,,,,,,O,LCD_VD19 — LCD data.
"",,,,,,,O,LCD_VD7 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,U2_TXD — Transmitter output for USART2.
"",,,,,,,-,R — Function reserved.
P7_2,A16,-,115,165,[2],N;,I/O,GPIO3[10] — General purpose digital input/output pin.
"",,,,,,PU,I,CTIN_4 — SCT input 4. Capture input 2 of timer 1.
"",,,,,,,I/O,I2S0_TX_SDA — I2S transmit data. It is driven by the
"",,,,,,,,transmitter and read by the receiver. Corresponds to the signal
"",,,,,,,,SD in the I2S-bus specification.
"",,,,,,,O,LCD_VD18 — LCD data.
"",,,,,,,O,LCD_VD6 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,U2_RXD — Receiver input for USART2.
"",,,,,,,-,R — Function reserved.
P7_3,C13,-,117,167,[2],N;,I/O,GPIO3[11] — General purpose digital input/output pin.
"",,,,,,PU,I,CTIN_3 — SCT input 3. Capture input 1 of timer 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD17 — LCD data.
"",,,,,,,O,LCD_VD5 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P7_4,C8,-,132,189,[5],N;,I/O,GPIO3[12] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_13 — SCT output 13. Match output 3 of
"",,,,,,,,timer 3.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD16 — LCD data.
"",,,,,,,O,LCD_VD4 — LCD data.
"",,,,,,,O,"TRACEDATA[0] — Trace data, bit 0."
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,AI,"ADC0_4 — ADC0 and ADC1, input channel 4. Configure the"
"",,,,,,,,pin as GPIO input and use the ADC function select register in
"",,,,,,,,the SCU to select the ADC.
P7_5,A7,-,133,191,[5],N;,I/O,GPIO3[13] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_12 — SCT output 12. Match output 3 of
"",,,,,,,,timer 3.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD8 — LCD data.
"",,,,,,,O,LCD_VD23 — LCD data.
"",,,,,,,O,"TRACEDATA[1] — Trace data, bit 1."
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,AI,"ADC0_3 — ADC0 and ADC1, input channel 3.Configure the"
"",,,,,,,,pin as GPIO input and use the ADC function select register in
"",,,,,,,,the SCU to select the ADC.
P7_6,C7,-,134,194,[2],N;,I/O,GPIO3[14] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_11 — SCT output 1. Match output 3 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_LP — Line synchronization pulse (STN). Horizontal
"",,,,,,,,synchronization pulse (TFT).
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,"TRACEDATA[2] — Trace data, bit 2."
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
P7_7,B6,-,140,201,[5],N;,I/O,GPIO3[15] — General purpose digital input/output pin.
"",,,,,,PU,O,CTOUT_8 — SCT output 8. Match output 0 of timer 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_PWR — LCD panel power enable.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,"TRACEDATA[3] — Trace data, bit 3."
"",,,,,,,O,ENET_MDC — Ethernet MIIM clock.
"",,,,,,,-,R — Function reserved.
"",,,,,,,AI,"ADC1_6 — ADC1 and ADC0, input channel 6. Configure the"
"",,,,,,,,pin as GPIO input and use the ADC function select register in
"",,,,,,,,the SCU to select the ADC.
P8_0,E5,-,-,2,[3],N;,I/O,GPIO4[0] — General purpose digital input/output pin.
"",,,,,,PU,I,USB0_PWR_FAULT — Port power fault signal indicating
"",,,,,,,,overcurrent condition; this signal monitors over-current on the
"",,,,,,,,USB bus (external circuitry required to detect over-current
"",,,,,,,,condition).
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,"MCI2 — Motor control PWM channel 2, input."
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,T0_MAT0 — Match output 0 of timer 0.
P8_1,H5,-,-,34,[3],N;,I/O,GPIO4[1] — General purpose digital input/output pin.
"",,,,,,PU,O,USB0_IND1 — USB0 port indicator LED control output 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,"MCI1 — Motor control PWM channel 1, input."
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,T0_MAT1 — Match output 1 of timer 0.
P8_2,K4,-,-,36,[3],N;,I/O,GPIO4[2] — General purpose digital input/output pin.
"",,,,,,PU,O,USB0_IND0 — USB0 port indicator LED control output 0.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,"MCI0 — Motor control PWM channel 0, input."
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,T0_MAT2 — Match output 2 of timer 0.
P8_3,J3,-,-,37,[2],N;,I/O,GPIO4[3] — General purpose digital input/output pin.
"",,,,,,PU,I/O,USB1_ULPI_D2 — ULPI link bidirectional data line 2.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD12 — LCD data.
"",,,,,,,O,LCD_VD19 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,T0_MAT3 — Match output 3 of timer 0.
P8_4,J2,-,-,39,[2],N;,I/O,GPIO4[4] — General purpose digital input/output pin.
"",,,,,,PU,I/O,USB1_ULPI_D1 — ULPI link bidirectional data line 1.
"",,,,,,,-,R — Function reserved.
"",,,,,,,O,LCD_VD7 — LCD data.
"",,,,,,,O,LCD_VD16 — LCD data.
"",,,,,,,-,R — Function reserved.
"",,,,,,,-,R — Function reserved.
"",,,,,,,I,T0_CAP0 — Capture input 0 of timer 0.
